location,scenario,future_period,gcm,temp_metric_name,temp_metric_value,historical_temp_metric_value,temp_deviation_from_historical,temp_rank,temp_class
Longreach,ssp370,2030,CMCC-ESM2,annual_mean_temperature,24.474,23.617,0.857,3,
Longreach,ssp370,2030,ACCESS-ESM1-5,annual_mean_temperature,24.605,23.617,0.988,4,median
Longreach,ssp370,2030,EC-Earth3,annual_mean_temperature,24.63,23.617,1.013,5,
Longreach,ssp370,2030,ACCESS-CM2,annual_mean_temperature,24.71,23.617,1.093,6,
Longreach,ssp370,2030,CESM2,annual_mean_temperature,24.883,23.617,1.266,7,hottest
Longreach,ssp370,2050,MPI-ESM1-2-HR,annual_mean_temperature,25.085,23.617,1.469,1,coolest
Longreach,ssp370,2050,NorESM2-MM,annual_mean_temperature,25.207,23.617,1.59,2,
Longreach,ssp370,2050,EC-Earth3,annual_mean_temperature,25.213,23.617,1.596,3,
Longreach,ssp370,2050,CMCC-ESM2,annual_mean_temperature,25.378,23.617,1.761,4,median
Longreach,ssp370,2050,ACCESS-ESM1-5,annual_mean_temperature,25.794,23.617,2.178,5,
Longreach,ssp370,2050,CESM2,annual_mean_temperature,25.896,23.617,2.279,6,
Longreach,ssp370,2050,ACCESS-CM2,annual_mean_temperature,26.086,23.617,2.469,7,hottest
Longreach,ssp370,2070,MPI-ESM1-2-HR,annual_mean_temperature,25.84,23.617,2.223,1,coolest
Longreach,ssp370,2070,NorESM2-MM,annual_mean_temperature,25.918,23.617,2.301,2,
Longreach,ssp370,2070,ACCESS-ESM1-5,annual_mean_temperature,26.422,23.617,2.805,3,
Longreach,ssp370,2070,CMCC-ESM2,annual_mean_temperature,26.484,23.617,2.868,4,median
Longreach,ssp370,2070,EC-Earth3,annual_mean_temperature,26.518,23.617,2.901,5,
Longreach,ssp370,2070,CESM2,annual_mean_temperature,27.281,23.617,3.665,6,
Longreach,ssp370,2070,ACCESS-CM2,annual_mean_temperature,27.356,23.617,3.74,7,hottest
Melbourne,ssp126,2030,NorESM2-MM,annual_mean_temperature,14.341,14.352,-0.011,1,coolest
Melbourne,ssp126,2030,ACCESS-ESM1-5,annual_mean_temperature,14.829,14.352,0.476,2,
Melbourne,ssp126,2030,EC-Earth3,annual_mean_temperature,14.907,14.352,0.555,3,
Melbourne,ssp126,2030,CMCC-ESM2,annual_mean_temperature,14.915,14.352,0.563,4,median
Melbourne,ssp126,2030,ACCESS-CM2,annual_mean_temperature,14.94,14.352,0.588,5,
Melbourne,ssp126,2030,MPI-ESM1-2-HR,annual_mean_temperature,15.011,14.352,0.659,6,
Melbourne,ssp126,2030,CESM2,annual_mean_temperature,15.618,14.352,1.266,7,hottest
Melbourne,ssp126,2050,NorESM2-MM,annual_mean_temperature,14.457,14.352,0.104,1,coolest
Melbourne,ssp126,2050,MPI-ESM1-2-HR,annual_mean_temperature,14.939,14.352,0.587,2,
Melbourne,ssp126,2050,EC-Earth3,annual_mean_temperature,14.959,14.352,0.607,3,
Melbourne,ssp126,2050,ACCESS-ESM1-5,annual_mean_temperature,15.147,14.352,0.795,4,median
Melbourne,ssp126,2050,CMCC-ESM2,annual_mean_temperature,15.395,14.352,1.043,5,
Melbourne,ssp126,2050,ACCESS-CM2,annual_mean_temperature,15.531,14.352,1.179,6,
Melbourne,ssp126,2050,CESM2,annual_mean_temperature,15.554,14.352,1.202,7,hottest
Melbourne,ssp126,2070,NorESM2-MM,annual_mean_temperature,14.376,14.352,0.024,1,coolest
Melbourne,ssp126,2070,MPI-ESM1-2-HR,annual_mean_temperature,15.045,14.352,0.693,2,
Melbourne,ssp126,2070,ACCESS-ESM1-5,annual_mean_temperature,15.101,14.352,0.749,3,
Melbourne,ssp126,2070,EC-Earth3,annual_mean_temperature,15.379,14.352,1.027,4,median
Melbourne,ssp126,2070,CMCC-ESM2,annual_mean_temperature,15.432,14.352,1.08,5,
Melbourne,ssp126,2070,ACCESS-CM2,annual_mean_temperature,15.82,14.352,1.468,6,
Melbourne,ssp126,2070,CESM2,annual_mean_temperature,16.027,14.352,1.675,7,hottest
Melbourne,ssp370,2030,NorESM2-MM,annual_mean_temperature,14.198,14.352,-0.154,1,coolest
Melbourne,ssp370,2030,MPI-ESM1-2-HR,annual_mean_temperature,14.642,14.352,0.29,2,
Melbourne,ssp370,2030,ACCESS-ESM1-5,annual_mean_temperature,14.976,14.352,0.624,3,
Melbourne,ssp370,2030,EC-Earth3,annual_mean_temperature,15.007,14.352,0.655,4,median
Melbourne,ssp370,2030,CMCC-ESM2,annual_mean_temperature,15.028,14.352,0.676,5,
Melbourne,ssp370,2030,ACCESS-CM2,annual_mean_temperature,15.177,14.352,0.825,6,
Melbourne,ssp370,2030,CESM2,annual_mean_temperature,15.41,14.352,1.057,7,hottest
Melbourne,ssp370,2050,NorESM2-MM,annual_mean_temperature,15.042,14.352,0.69,1,coolest
Melbourne,ssp370,2050,MPI-ESM1-2-HR,annual_mean_temperature,15.46,14.352,1.108,2,
Melbourne,ssp370,2050,EC-Earth3,annual_mean_temperature,15.541,14.352,1.188,3,
Melbourne,ssp370,2050,ACCESS-ESM1-5,annual_mean_temperature,15.643,14.352,1.291,4,median
Melbourne,ssp370,2050,CMCC-ESM2,annual_mean_temperature,15.779,14.352,1.427,5,
Melbourne,ssp370,2050,ACCESS-CM2,annual_mean_temperature,16.103,14.352,1.751,6,
Melbourne,ssp370,2050,CESM2,annual_mean_temperature,16.277,14.352,1.925,7,hottest
Melbourne,ssp370,2070,NorESM2-MM,annual_mean_temperature,15.648,14.352,1.296,1,coolest
Melbourne,ssp370,2070,MPI-ESM1-2-HR,annual_mean_temperature,16.095,14.352,1.743,2,
Melbourne,ssp370,2070,ACCESS-ESM1-5,annual_mean_temperature,16.189,14.352,1.837,3,
Melbourne,ssp370,2070,EC-Earth3,annual_mean_temperature,16.288,14.352,1.935,4,median
Melbourne,ssp370,2070,CMCC-ESM2,annual_mean_temperature,16.323,14.352,1.971,5,
Melbourne,ssp370,2070,CESM2,annual_mean_temperature,17.15,14.352,2.798,6,
Melbourne,ssp370,2070,ACCESS-CM2,annual_mean_temperature,17.295,14.352,2.943,7,hottest
Mildura,ssp126,2030,NorESM2-MM,annual_mean_temperature,17.355,17.291,0.064,1,coolest
Mildura,ssp126,2030,CMCC-ESM2,annual_mean_temperature,17.792,17.291,0.501,2,
Mildura,ssp126,2030,EC-Earth3,annual_mean_temperature,17.941,17.291,0.65,3,
Mildura,ssp126,2030,MPI-ESM1-2-HR,annual_mean_temperature,17.964,17.291,0.673,4,median
Mildura,ssp126,2030,ACCESS-CM2,annual_mean_temperature,17.978,17.291,0.687,5,
Mildura,ssp126,2030,ACCESS-ESM1-5,annual_mean_temperature,17.993,17.291,0.702,6,
Mildura,ssp126,2030,CESM2,annual_mean_temperature,18.562,17.291,1.271,7,hottest
Mildura,ssp126,2050,NorESM2-MM,annual_mean_temperature,17.577,17.291,0.286,1,coolest
Mildura,ssp126,2050,MPI-ESM1-2-HR,annual_mean_temperature,18.049,17.291,0.758,2,
Mildura,ssp126,2050,EC-Earth3,annual_mean_temperature,18.075,17.291,0.784,3,
Mildura,ssp126,2050,CMCC-ESM2,annual_mean_temperature,18.257,17.291,0.966,4,median
Mildura,ssp126,2050,ACCESS-ESM1-5,annual_mean_temperature,18.268,17.291,0.977,5,
Mildura,ssp126,2050,CESM2,annual_mean_temperature,18.567,17.291,1.276,6,
Mildura,ssp126,2050,ACCESS-CM2,annual_mean_temperature,18.594,17.291,1.303,7,hottest
Mildura,ssp126,2070,NorESM2-MM,annual_mean_temperature,17.418,17.291,0.127,1,coolest
Mildura,ssp126,2070,MPI-ESM1-2-HR,annual_mean_temperature,18.06,17.291,0.769,2,
Mildura,ssp126,2070,ACCESS-ESM1-5,annual_mean_temperature,18.156,17.291,0.864,3,
Mildura,ssp126,2070,CMCC-ESM2,annual_mean_temperature,18.347,17.291,1.056,4,median
Mildura,ssp126,2070,EC-Earth3,annual_mean_temperature,18.394,17.291,1.103,5,
Mildura,ssp126,2070,ACCESS-CM2,annual_mean_temperature,18.872,17.291,1.581,6,
Mildura,ssp126,2070,CESM2,annual_mean_temperature,19.081,17.291,1.79,7,hottest
Mildura,ssp370,2030,NorESM2-MM,annual_mean_temperature,17.217,17.291,-0.074,1,coolest
Mildura,ssp370,2030,MPI-ESM1-2-HR,annual_mean_temperature,17.618,17.291,0.327,2,
Mildura,ssp370,2030,CMCC-ESM2,annual_mean_temperature,17.795,17.291,0.504,3,
Mildura,ssp370,2030,ACCESS-ESM1-5,annual_mean_temperature,18.056,17.291,0.765,4,median
Mildura,ssp370,2030,EC-Earth3,annual_mean_temperature,18.092,17.291,0.801,5,
Mildura,ssp370,2030,ACCESS-CM2,annual_mean_temperature,18.222,17.291,0.931,6,
Mildura,ssp370,2030,CESM2,annual_mean_temperature,18.434,17.291,1.143,7,hottest
Mildura,ssp370,2050,NorESM2-MM,annual_mean_temperature,18.149,17.291,0.858,1,coolest
Mildura,ssp370,2050,MPI-ESM1-2-HR,annual_mean_temperature,18.593,17.291,1.302,2,
Mildura,ssp370,2050,EC-Earth3,annual_mean_temperature,18.63,17.291,1.339,3,
Mildura,ssp370,2050,CMCC-ESM2,annual_mean_temperature,18.692,17.291,1.401,4,median
Mildura,ssp370,2050,ACCESS-ESM1-5,annual_mean_temperature,18.863,17.291,1.572,5,
Mildura,ssp370,2050,ACCESS-CM2,annual_mean_temperature,19.148,17.291,1.857,6,
Mildura,ssp370,2050,CESM2,annual_mean_temperature,19.294,17.291,2.003,7,hottest
Mildura,ssp370,2070,NorESM2-MM,annual_mean_temperature,18.848,17.291,1.556,1,coolest
Mildura,ssp370,2070,MPI-ESM1-2-HR,annual_mean_temperature,19.212,17.291,1.921,2,
Mildura,ssp370,2070,CMCC-ESM2,annual_mean_temperature,19.356,17.291,2.065,3,
Mildura,ssp370,2070,ACCESS-ESM1-5,annual_mean_temperature,19.483,17.291,2.192,4,median
Mildura,ssp370,2070,EC-Earth3,annual_mean_temperature,19.624,17.291,2.333,5,
Mildura,ssp370,2070,CESM2,annual_mean_temperature,20.312,17.291,3.021,6,
Mildura,ssp370,2070,ACCESS-CM2,annual_mean_temperature,20.336,17.291,3.045,7,hottest
Perth,ssp126,2030,NorESM2-MM,annual_mean_temperature,18.436,18.369,0.067,1,coolest
Perth,ssp126,2030,CMCC-ESM2,annual_mean_temperature,18.828,18.369,0.459,2,
Perth,ssp126,2030,EC-Earth3,annual_mean_temperature,18.858,18.369,0.488,3,
Perth,ssp126,2030,ACCESS-ESM1-5,annual_mean_temperature,19.008,18.369,0.639,4,median
Perth,ssp126,2030,MPI-ESM1-2-HR,annual_mean_temperature,19.123,18.369,0.754,5,
Perth,ssp126,2030,ACCESS-CM2,annual_mean_temperature,19.124,18.369,0.755,6,
Perth,ssp126,2030,CESM2,annual_mean_temperature,19.381,18.369,1.012,7,hottest
Perth,ssp126,2050,NorESM2-MM,annual_mean_temperature,18.743,18.369,0.373,1,coolest
Perth,ssp126,2050,MPI-ESM1-2-HR,annual_mean_temperature,19.257,18.369,0.887,2,
Perth,ssp126,2050,EC-Earth3,annual_mean_temperature,19.277,18.369,0.907,3,
Perth,ssp126,2050,ACCESS-ESM1-5,annual_mean_temperature,19.283,18.369,0.914,4,median
Perth,ssp126,2050,CMCC-ESM2,annual_mean_temperature,19.509,18.369,1.14,5,
Perth,ssp126,2050,ACCESS-CM2,annual_mean_temperature,19.678,18.369,1.309,6,
Perth,ssp126,2050,CESM2,annual_mean_temperature,19.681,18.369,1.312,7,hottest
Perth,ssp126,2070,NorESM2-MM,annual_mean_temperature,18.669,18.369,0.3,1,coolest
Perth,ssp126,2070,MPI-ESM1-2-HR,annual_mean_temperature,18.906,18.369,0.537,2,
Perth,ssp126,2070,EC-Earth3,annual_mean_temperature,19.273,18.369,0.904,3,
Perth,ssp126,2070,ACCESS-ESM1-5,annual_mean_temperature,19.434,18.369,1.065,4,median
Perth,ssp126,2070,CMCC-ESM2,annual_mean_temperature,19.527,18.369,1.158,5,
Perth,ssp126,2070,ACCESS-CM2,annual_mean_temperature,19.567,18.369,1.198,6,
Perth,ssp126,2070,CESM2,annual_mean_temperature,20.038,18.369,1.669,7,hottest
Perth,ssp370,2030,NorESM2-MM,annual_mean_temperature,18.573,18.369,0.204,1,coolest
Perth,ssp370,2030,MPI-ESM1-2-HR,annual_mean_temperature,18.971,18.369,0.602,2,
Perth,ssp370,2030,CMCC-ESM2,annual_mean_temperature,18.976,18.369,0.607,3,
Perth,ssp370,2030,EC-Earth3,annual_mean_temperature,19.084,18.369,0.715,4,median
Perth,ssp370,2030,CESM2,annual_mean_temperature,19.135,18.369,0.765,5,
Perth,ssp370,2030,ACCESS-CM2,annual_mean_temperature,19.158,18.369,0.788,6,
Perth,ssp370,2030,ACCESS-ESM1-5,annual_mean_temperature,19.239,18.369,0.869,7,hottest
Perth,ssp370,2050,NorESM2-MM,annual_mean_temperature,19.282,18.369,0.913,1,coolest
Perth,ssp370,2050,EC-Earth3,annual_mean_temperature,19.651,18.369,1.282,2,
Perth,ssp370,2050,CMCC-ESM2,annual_mean_temperature,19.699,18.369,1.33,3,
Perth,ssp370,2050,MPI-ESM1-2-HR,annual_mean_temperature,19.792,18.369,1.423,4,median
Perth,ssp370,2050,ACCESS-ESM1-5,annual_mean_temperature,19.895,18.369,1.526,5,
Perth,ssp370,2050,ACCESS-CM2,annual_mean_temperature,20.229,18.369,1.86,6,
Perth,ssp370,2050,CESM2,annual_mean_temperature,20.359,18.369,1.99,7,hottest
Perth,ssp370,2070,NorESM2-MM,annual_mean_temperature,20.108,18.369,1.738,1,coolest
Perth,ssp370,2070,MPI-ESM1-2-HR,annual_mean_temperature,20.451,18.369,2.082,2,
Perth,ssp370,2070,EC-Earth3,annual_mean_temperature,20.64,18.369,2.27,3,
Perth,ssp370,2070,CMCC-ESM2,annual_mean_temperature,20.64,18.369,2.27,4,median
Perth,ssp370,2070,ACCESS-ESM1-5,annual_mean_temperature,20.887,18.369,2.518,5,
Perth,ssp370,2070,CESM2,annual_mean_temperature,21.25,18.369,2.881,6,
Perth,ssp370,2070,ACCESS-CM2,annual_mean_temperature,21.346,18.369,2.977,7,hottest
Sydney,ssp126,2030,NorESM2-MM,annual_mean_temperature,18.771,18.327,0.444,1,coolest
Sydney,ssp126,2030,MPI-ESM1-2-HR,annual_mean_temperature,18.801,18.327,0.474,2,
Sydney,ssp126,2030,CMCC-ESM2,annual_mean_temperature,18.929,18.327,0.602,3,
Sydney,ssp126,2030,EC-Earth3,annual_mean_temperature,18.936,18.327,0.61,4,median
Sydney,ssp126,2030,ACCESS-ESM1-5,annual_mean_temperature,19.118,18.327,0.791,5,
Sydney,ssp126,2030,ACCESS-CM2,annual_mean_temperature,19.131,18.327,0.804,6,
Sydney,ssp126,2030,CESM2,annual_mean_temperature,19.541,18.327,1.214,7,hottest
Sydney,ssp126,2050,NorESM2-MM,annual_mean_temperature,18.999,18.327,0.672,1,coolest
Sydney,ssp126,2050,MPI-ESM1-2-HR,annual_mean_temperature,19.013,18.327,0.687,2,
Sydney,ssp126,2050,ACCESS-ESM1-5,annual_mean_temperature,19.292,18.327,0.965,3,
Sydney,ssp126,2050,EC-Earth3,annual_mean_temperature,19.329,18.327,1.002,4,median
Sydney,ssp126,2050,CMCC-ESM2,annual_mean_temperature,19.336,18.327,1.009,5,
Sydney,ssp126,2050,ACCESS-CM2,annual_mean_temperature,19.647,18.327,1.32,6,
Sydney,ssp126,2050,CESM2,annual_mean_temperature,19.908,18.327,1.581,7,hottest
Sydney,ssp126,2070,NorESM2-MM,annual_mean_temperature,18.933,18.327,0.607,1,coolest
Sydney,ssp126,2070,MPI-ESM1-2-HR,annual_mean_temperature,19.108,18.327,0.781,2,
Sydney,ssp126,2070,ACCESS-ESM1-5,annual_mean_temperature,19.397,18.327,1.07,3,
Sydney,ssp126,2070,EC-Earth3,annual_mean_temperature,19.51,18.327,1.183,4,median
Sydney,ssp126,2070,CMCC-ESM2,annual_mean_temperature,19.625,18.327,1.298,5,
Sydney,ssp126,2070,ACCESS-CM2,annual_mean_temperature,19.92,18.327,1.593,6,
Sydney,ssp126,2070,CESM2,annual_mean_temperature,20.361,18.327,2.034,7,hottest
Sydney,ssp370,2030,NorESM2-MM,annual_mean_temperature,18.523,18.327,0.197,1,coolest
Sydney,ssp370,2030,MPI-ESM1-2-HR,annual_mean_temperature,18.762,18.327,0.435,2,
Sydney,ssp370,2030,CMCC-ESM2,annual_mean_temperature,19.034,18.327,0.707,3,
Sydney,ssp370,2030,EC-Earth3,annual_mean_temperature,19.113,18.327,0.786,4,median
Sydney,ssp370,2030,ACCESS-CM2,annual_mean_temperature,19.141,18.327,0.814,5,
Sydney,ssp370,2030,ACCESS-ESM1-5,annual_mean_temperature,19.218,18.327,0.891,6,
Sydney,ssp370,2030,CESM2,annual_mean_temperature,19.528,18.327,1.201,7,hottest
Sydney,ssp370,2050,NorESM2-MM,annual_mean_temperature,19.394,18.327,1.067,1,coolest
Sydney,ssp370,2050,MPI-ESM1-2-HR,annual_mean_temperature,19.596,18.327,1.269,2,
Sydney,ssp370,2050,EC-Earth3,annual_mean_temperature,19.692,18.327,1.365,3,
Sydney,ssp370,2050,CMCC-ESM2,annual_mean_temperature,19.724,18.327,1.398,4,median
Sydney,ssp370,2050,ACCESS-ESM1-5,annual_mean_temperature,20.006,18.327,1.679,5,
Sydney,ssp370,2050,ACCESS-CM2,annual_mean_temperature,20.264,18.327,1.938,6,
Sydney,ssp370,2050,CESM2,annual_mean_temperature,20.514,18.327,2.187,7,hottest
Sydney,ssp370,2070,NorESM2-MM,annual_mean_temperature,19.999,18.327,1.673,1,coolest
Sydney,ssp370,2070,MPI-ESM1-2-HR,annual_mean_temperature,20.103,18.327,1.776,2,
Sydney,ssp370,2070,CMCC-ESM2,annual_mean_temperature,20.629,18.327,2.302,3,
Sydney,ssp370,2070,ACCESS-ESM1-5,annual_mean_temperature,20.664,18.327,2.337,4,median
Sydney,ssp370,2070,EC-Earth3,annual_mean_temperature,20.808,18.327,2.481,5,
Sydney,ssp370,2070,ACCESS-CM2,annual_mean_temperature,21.321,18.327,2.994,6,
Sydney,ssp370,2070,CESM2,annual_mean_temperature,21.613,18.327,3.286,7,hottest
